"loan_id","schedule_id","pay_amount","penalty","date_created","balance","capital_paid","interest_paid"
"1","1","1300","0","2023-01-15 00:00:00","0","935","300"
"2","21","775","0","2023-01-15 00:00:00","0","625","150"
"7","68","560","0","2023-02-04 00:00:00","0","350","210"
"5","50","1534.5","0","2023-02-04 00:00:00","0","1237.5","297"
"10","127","566.67","0","2023-02-04 00:00:00","0","416.67","150"
"3","37","3966.67","0","2023-01-19 00:00:00","0","2916.67","1050"
"3","38","3966.67","0","2023-02-05 00:00:00","0","2916.67","1050"
"4","64","560","0","2023-02-05 00:00:00","0","500","60"
"4","65","560","0","2023-02-18 00:00:00","0","500","60"
"5","51","1534.5","0","2023-02-18 00:00:00","0","1237.5","297"
"6","58","983.33","0","2023-02-04 00:00:00","0","833.33","150"
"7","69","588","28","2023-02-22 00:00:00","28","322","210"
"9","108","792","0","2023-02-04 00:00:00","0","495","297"
"9","109","831.6","39.6","2023-02-22 00:00:00","31.6","463.4","297"
"10","128","566.67","0","2023-02-18 00:00:00","0","416.67","150"
"11","139","566.67","0","2023-02-04 00:00:00","0","416.67","150"
"11","140","566.67","0","2023-02-20 00:00:00","0","416.67","150"
"12","151","595","28.33","2023-02-18 00:00:00","0","416.67","150"
"12","152","566.67","0","2023-02-18 00:00:00","0","416.67","150"
"13","163","813.75","38.75","2023-02-18 00:00:00","38.75","586.25","150"
"13","164","775","0","2023-02-18 00:00:00","0","586.25","150"
"14","171","1020","0","2023-02-11 00:00:00","0","750","270"
"16","223","650","0","2023-02-20 00:00:00","0","500","150"
"1","2","1300","0","2023-01-31 00:00:00","0","1000","300"
"1","3","1300","0","2023-02-15 00:00:00","0","1000","300"
"2","22","775","0","2023-01-31 00:00:00","0","625","150"
"2","23","775","0","2023-02-15 00:00:00","0","625","150"
"8","88","643.5","0","2023-01-31 00:00:00","0","495","148.5"
"8","89","643.5","0","2023-02-15 00:00:00","0","495","148.5"
"18","211","983.33","0","2023-02-15 00:00:00","0","833.33","150"
"19","234","29500","0","2023-03-02 00:00:00","0","25000","4500"
"20","239","650","0","2023-03-04 00:00:00","0","500","150"
"5","52","1534.5","0","2023-03-03 00:00:00","0","1237.5","297"
"11","141","566.67","0","2023-03-04 00:00:00","0","416.67","150"
"11","142","566.67","0","2023-03-04 00:00:00","533.34","0","33.33"
"24","285","1300","0","2023-03-01 00:00:00","0","1000","300"
"15","183","915.75","0","2023-02-15 00:00:00","0","618.75","297"
"10","129","566.67","0","2023-03-04 00:00:00","0","416.67","150"
"21","249","650","0","2023-03-04 00:00:00","0","500","150"
"26","307","566.67","0","2023-03-05 00:00:00","16.67","400","150"
"16","224","650","0","2023-03-05 00:00:00","30","470","150"
"25","295","714","34","2023-03-06 00:00:00","0","500","180"
"13","165","775","0","2023-03-05 00:00:00","38.75","586.25","150"
"7","70","560","0","2023-03-05 00:00:00","0","350","210"
"23","275","650","0","2023-03-05 00:00:00","0","500","150"
"9","110","792","0","2023-03-05 00:00:00","0","495","297"
"9","109","831.6","39.6","2023-02-22 00:00:00","0","31.6","0"
"15","184","915.75","0","2023-03-04 00:00:00","0","618.75","297"
"19","235","29500","0","2023-03-15 00:00:00","0","25000","4500"
"19","236","29500","0","2023-03-30 00:00:00","0","25000","4500"
"19","237","29500","0","2023-04-15 00:00:00","0","25000","4500"
"19","238","29500","0","2023-04-30 00:00:00","0","25000","4500"
"19","233","29500","0","2023-04-30 00:00:00","0","25000","4500"
"5","53","1534.5","0","2023-03-20 00:00:00","0","1237.5","297"
"5","54","1534.5","0","2023-03-30 00:00:00","0","1237.5","297"
"5","55","1534.5","0","2023-04-15 00:00:00","0","1237.5","297"
"5","56","1534.5","0","2023-04-30 00:00:00","0","1237.5","297"
"5","49","1534.5","0","2023-05-05 00:00:00","0","1237.5","297"
"10","130","566.67","0","2023-03-15 00:00:00","0","416.67","150"
"6","59","983.33","0","2023-02-18 00:00:00","0","833.33","150"
"27","319","910","0","2023-03-04 00:00:00","0","700","210"
"35","397","560","0","2023-03-04 00:00:00","0","500","60"
"3","39","3966.67","0","2023-02-20 00:00:00","0","2916.67","1050"
"6","60","983.33","0","2023-02-20 00:00:00","0","833.33","150"
"3","40","3966.67","0","2023-03-05 00:00:00","0","2916.67","1050"
"12","153","595","28.33","2023-03-06 00:00:00","0","416.67","150"
"12","154","595","28.33","2023-03-21 00:00:00","0","416.67","150"
"14","172","1020","0","2023-03-05 00:00:00","0","750","270"
"17","199","2950","0","2023-02-20 00:00:00","0","2500","450"
"17","200","3097.5","147.5","2023-03-15 00:00:00","147.5","2352.5","450"
"22","259","775","0","2023-02-28 00:00:00","0","625","150"
"22","260","775","0","2023-03-15 00:00:00","0","625","150"
"22","261","775","0","2023-03-30 00:00:00","0","625","150"
"22","262","775","0","2023-04-15 00:00:00","0","625","150"
"22","263","775","0","2023-04-30 00:00:00","0","625","150"
"22","264","775","0","2023-05-15 00:00:00","0","625","150"
"1","4","1300","0","2023-02-28 00:00:00","0","1000","300"
"1","5","1300","0","2023-03-15 00:00:00","0","1000","300"
"1","6","1300","0","2023-03-30 00:00:00","0","1000","300"
"1","7","1300","0","2023-04-15 00:00:00","0","1000","300"
"1","8","1300","0","2023-04-30 00:00:00","0","1000","300"
"1","9","1300","0","2023-05-15 00:00:00","0","1000","300"
"2","24","775","0","2023-02-28 00:00:00","0","625","150"
"2","25","775","0","2023-03-15 00:00:00","0","625","150"
"2","26","775","0","2023-03-30 00:00:00","0","625","150"
"2","27","775","0","2023-04-15 00:00:00","0","625","150"
"2","28","775","0","2023-04-30 00:00:00","0","625","150"
"2","29","775","0","2023-05-15 00:00:00","0","625","150"
"8","90","643.5","0","2023-02-28 00:00:00","0","495","148.5"
"8","91","643.5","0","2023-03-15 00:00:00","0","495","148.5"
"8","92","643.5","0","2023-03-30 00:00:00","0","495","148.5"
"8","93","643.5","0","2023-04-15 00:00:00","0","495","148.5"
"8","94","643.5","0","2023-04-30 00:00:00","0","495","148.5"
"8","95","643.5","0","2023-05-15 00:00:00","0","495","148.5"
"18","212","983.33","0","2023-02-28 00:00:00","0","833.33","150"
"18","213","983.33","0","2023-03-15 00:00:00","0","833.33","150"
"18","214","983.33","0","2023-03-30 00:00:00","0","833.33","150"
"18","215","983.33","0","2023-04-15 00:00:00","0","833.33","150"
"18","216","983.33","0","2023-04-30 00:00:00","0","833.33","150"
"18","217","983.33","0","2023-05-15 00:00:00","0","833.33","150"
"28","330","1020","0","2023-03-15 00:00:00","0","750","270"
"28","331","1020","0","2023-03-30 00:00:00","0","750","270"
"28","332","1020","0","2023-04-15 00:00:00","0","750","270"
"28","333","1020","0","2023-04-30 00:00:00","0","750","270"
"28","334","1020","0","2023-05-15 00:00:00","0","750","270"
"33","381","908.33","0","2023-03-30 00:00:00","0","833.33","75"
"33","382","908.33","0","2023-04-15 00:00:00","0","833.33","75"
"33","383","908.33","0","2023-04-30 00:00:00","0","833.33","75"
"33","384","908.33","0","2023-05-15 00:00:00","0","833.33","75"
"39","429","864.29","0","2023-04-15 00:00:00","0","714.29","150"
"39","430","864.29","0","2023-04-30 00:00:00","0","714.29","150"
"39","431","864.29","0","2023-05-15 00:00:00","0","714.29","150"
"3","41","3966.67","0","2023-03-20 00:00:00","0","2916.67","1050"
"3","42","4165","198.33","2023-04-15 00:00:00","165","2751.67","1050"
"3","43","4165","198.33","2023-04-30 00:00:00","198.33","2718.34","1050"
"7","71","560","0","2023-03-20 00:00:00","0","350","210"
"7","72","560","0","2023-04-05 00:00:00","0","350","210"
"9","111","792","0","2023-03-20 00:00:00","0","495","297"
"9","112","792","0","2023-04-05 00:00:00","0","495","297"
"9","113","792","0","2023-04-20 00:00:00","0","495","297"
"9","114","792","0","2023-05-05 00:00:00","0","495","297"
"10","131","566.67","0","2023-04-05 00:00:00","0","416.67","150"
"10","132","566.67","0","2023-04-20 00:00:00","0","416.67","150"
"10","133","566.67","0","2023-05-05 00:00:00","0","416.67","150"
"10","134","566.67","0","2023-05-17 00:00:00","0","416.67","150"
"20","240","650","0","2023-03-18 00:00:00","0","500","150"
"20","241","650","0","2023-04-05 00:00:00","0","500","150"
"20","242","650","0","2023-04-20 00:00:00","0","500","150"
"20","243","650","0","2023-05-05 00:00:00","0","500","150"
"21","250","650","0","2023-03-20 00:00:00","0","500","150"
"21","251","650","0","2023-04-05 00:00:00","0","500","150"
"21","252","682.5","32.5","2023-05-02 00:00:00","0","500","150"
"14","173","1071","51","2023-05-05 00:00:00","0","750","270"
"14","174","1071","51","2023-05-05 00:00:00","42","708","270"
"7","73","560","0","2023-04-20 00:00:00","0","350","210"
"23","276","650","0","2023-03-20 00:00:00","0","500","150"
"23","277","650","0","2023-04-05 00:00:00","0","500","150"
"23","278","650","0","2023-04-20 00:00:00","0","500","150"
"23","279","650","0","2023-05-05 00:00:00","0","500","150"
"27","320","955.5","45.5","2023-03-31 00:00:00","0","700","210"
"27","321","955.5","45.5","2023-04-20 00:00:00","0","700","210"
"27","322","910","0","2023-04-20 00:00:00","0","700","210"
"24","286","1300","0","2023-03-18 00:00:00","0","1000","300"
"24","287","1300","0","2023-03-31 00:00:00","0","1000","300"
"24","288","1300","0","2023-04-15 00:00:00","0","1000","300"
"24","289","1300","0","2023-05-05 00:00:00","0","1000","300"
"25","296","680","0","2023-03-20 00:00:00","0","500","180"
"25","297","680","0","2023-04-05 00:00:00","0","500","180"
"25","298","714","34","2023-05-02 00:00:00","0","500","180"
"29","342","650","0","2023-03-20 00:00:00","0","500","150"
"29","343","650","0","2023-04-05 00:00:00","0","500","150"
"29","344","650","0","2023-04-20 00:00:00","0","500","150"
"29","345","650","0","2023-05-05 00:00:00","0","500","150"
"32","371","520","0","2023-03-20 00:00:00","0","400","120"
"32","372","520","0","2023-04-05 00:00:00","0","400","120"
"32","373","520","0","2023-04-20 00:00:00","0","400","120"
"32","374","520","0","2023-05-05 00:00:00","0","400","120"
"34","387","1040","0","2023-04-05 00:00:00","0","800","240"
"34","388","1040","0","2023-04-20 00:00:00","0","800","240"
"34","389","1040","0","2023-05-05 00:00:00","0","800","240"
"35","398","560","0","2023-04-20 00:00:00","0","500","60"
"36","401","1020","0","2023-04-05 00:00:00","0","750","270"
"36","402","1020","0","2023-04-20 00:00:00","0","750","270"
"36","403","1020","0","2023-05-05 00:00:00","0","750","270"
"37","413","1170","0","2023-04-05 00:00:00","0","900","270"
"37","414","1170","0","2023-04-20 00:00:00","0","900","270"
"38","423","1635","0","2023-04-05 00:00:00","0","1500","135"
"38","424","1635","0","2023-04-20 00:00:00","0","1500","135"
"38","425","1635","0","2023-05-05 00:00:00","0","1500","135"
"40","443","3633.33","0","2023-04-20 00:00:00","0","3333.33","300"
"40","444","3633.33","0","2023-05-05 00:00:00","0","3333.33","300"
"40","445","3633.33","0","2023-05-05 00:00:00","0","3333.33","300"
"44","481","1122","0","2023-05-17 00:00:00","0","825","297"
"53","565","1071","51","2023-05-02 00:00:00","0","750","270"
"53","566","1020","0","2023-05-05 00:00:00","0","750","270"
"3","44","4165","198.33","2023-05-08 00:00:00","205","2711.67","1050"
"7","74","560","0","2023-05-05 00:00:00","0","350","210"
"20","244","650","0","2023-05-15 00:00:00","0","500","150"
"37","415","1170","0","2023-05-05 00:00:00","0","900","270"
"35","399","560","0","2023-05-05 00:00:00","0","500","60"
"53","567","1020","0","2023-05-19 00:00:00","0","750","270"
"24","290","1300","0","2023-05-19 00:00:00","0","1000","300"
"21","253","650","32.5","2023-05-19 00:00:00","32.5","467.5","150"
"42","459","1351.35","64.35","2023-05-19 00:00:00","64.35","925.65","297"
"41","449","1363.64","64.94","2023-05-19 00:00:00","64.94","934.06","299.7"
"43","469","28333.3","0","2023-05-19 00:00:00","0","20833.33","7500"
"29","346","650","0","2023-05-19 00:00:00","0","500","150"
"7","75","560","0","2023-05-19 00:00:00","0","350","210"
"9","115","792","0","2023-05-19 00:00:00","0","495","297"
"27","323","955.5","45.5","2023-05-19 00:00:00","0","700","210"
"56","593","2730","130","2023-05-19 00:00:00","0","2000","600"
"34","390","1040","0","2023-05-19 00:00:00","0","800","240"
"30","351","983.33","0","2023-03-15 00:00:00","0","833.33","150"
"30","352","983.33","0","2023-03-30 00:00:00","0","833.33","150"
"30","353","983.33","0","2023-04-15 00:00:00","0","833.33","150"
"30","354","983.33","0","2023-04-30 00:00:00","0","833.33","150"
"52","559","983.33","0","2023-04-15 00:00:00","0","833.33","150"
"52","560","983.33","0","2023-04-30 00:00:00","0","833.33","150"
"57","604","2650","0","2023-04-20 00:00:00","0","2500","150"
"57","603","2650","0","2023-04-20 00:00:00","300","2200","150"
"54","578","908.33","0","2023-04-30 00:00:00","0","833.33","75"
"54","579","908.33","0","2023-05-15 00:00:00","0","833.33","75"
"55","584","1035","0","2023-04-30 00:00:00","0","900","135"
"55","585","1035","0","2023-05-15 00:00:00","0","900","135"
"11","143","566.67","0","2023-04-05 00:00:00","0","416.67","150"
"11","144","566.67","0","2023-04-20 00:00:00","0","416.67","150"
"11","145","566.67","0","2023-05-05 00:00:00","0","416.67","150"
"11","146","566.67","0","2023-05-19 00:00:00","0","416.67","150"
"11","142","566.67","0","2023-03-04 00:00:00","0","416.67","116.67"
"12","155","595","28.33","2023-04-06 00:00:00","0","416.67","150"
"12","156","566.67","0","2023-04-20 00:00:00","0","416.67","150"
"15","185","915.75","0","2023-03-20 00:00:00","0","618.75","297"
"15","186","915.75","0","2023-04-05 00:00:00","0","618.75","297"
"15","187","657","0","2023-04-20 00:00:00","258.75","360","297"
"16","225","682.5","0","2023-03-20 00:00:00","-32.5","500","150"
"16","226","682.5","0","2023-04-05 00:00:00","-32.5","500","150"
"16","224","650","0","2023-03-05 00:00:00","0","30","0"
"16","227","682.5","0","2023-04-20 00:00:00","-32.5","500","150"
"16","228","682.5","32.5","2023-05-06 00:00:00","0","500","150"
"26","307","566.67","0","2023-03-05 00:00:00","0","16.67","0"
"26","308","595","28.33","2023-03-25 00:00:00","0","416.67","150"
"26","309","595","28.33","2023-04-15 00:00:00","57","359.67","150"
"37","416","1170","0","2023-05-20 00:00:00","0","900","270"
"3","45","3966.67","0","2023-05-20 00:00:00","0","2916.67","1050"
"23","280","650","0","2023-05-20 00:00:00","0","500","150"
"20","245","650","0","2023-05-30 00:00:00","0","500","150"
"53","568","1020","0","2023-05-31 00:00:00","0","750","270"
"24","291","1300","0","2023-05-31 00:00:00","0","1000","300"
"25","299","714","34","2023-05-31 00:00:00","0","500","180"
"32","375","520","0","2023-05-20 00:00:00","0","400","120"
"11","147","566.67","0","2023-05-31 00:00:00","0","416.67","150"
"26","310","595","28.33","2023-05-20 00:00:00","0","416.67","150"
"26","311","595","28.33","2023-05-20 00:00:00","0","416.67","150"
"26","312","566.67","0","2023-05-20 00:00:00","156.67","260","150"
"45","493","915.75","0","2023-05-20 00:00:00","0","618.75","297"
"16","229","682.5","32.5","2023-06-05 00:00:00","0","500","150"
"32","376","520","0","2023-06-05 00:00:00","0","400","120"
"44","482","1122","0","2023-06-05 00:00:00","0","825","297"
"45","494","915.75","0","2023-06-05 00:00:00","0","618.75","297"
"43","470","28333.3","0","2023-06-05 00:00:00","0","20833.33","7500"
"48","524","650","0","2023-06-05 00:00:00","0","500","150"
"49","533","650","0","2023-06-05 00:00:00","0","500","150"
"51","553","983.33","0","2023-06-05 00:00:00","0","833.33","150"
"38","426","1635","0","2023-05-18 00:00:00","0","1500","135"
"38","427","1635","0","2023-06-05 00:00:00","0","1500","135"
"23","281","650","0","2023-06-05 00:00:00","0","500","150"
"9","116","792","0","2023-06-05 00:00:00","0","495","297"
"29","347","650","0","2023-06-05 00:00:00","0","500","150"
"7","76","560","0","2023-06-05 00:00:00","0","350","210"
"55","586","1035","0","2023-05-31 00:00:00","0","900","135"
"54","580","908.33","0","2023-05-31 00:00:00","0","833.33","75"
"52","561","983.33","0","2023-05-15 00:00:00","0","833.33","150"
"52","562","983.33","0","2023-05-31 00:00:00","0","833.33","150"
"33","385","908.33","0","2023-05-31 00:00:00","0","833.33","75"
"30","355","983.33","0","2023-05-15 00:00:00","0","833.33","150"
"30","356","983.33","0","2023-05-31 00:00:00","0","833.33","150"
"39","432","864.29","0","2023-05-31 00:00:00","0","714.29","150"
"28","335","1020","0","2023-05-31 00:00:00","0","750","270"
"18","218","983.33","0","2023-05-31 00:00:00","0","833.33","150"
"22","265","775","0","2023-05-31 00:00:00","0","625","150"
"47","519","7000","0","2023-05-20 00:00:00","0","6250","750"
"47","520","7000","0","2023-06-05 00:00:00","0","6250","750"
"50","543","650","0","2023-06-05 00:00:00","0","500","150"
"24","292","1300","0","2023-06-15 00:00:00","0","1000","300"
"24","293","1300","0","2023-06-15 00:00:00","0","1000","300"
"56","594","2730","130","2023-06-15 00:00:00","0","2000","600"
"56","595","2600","0","2023-06-05 00:00:00","0","2000","600"
"27","324","955.5","45.5","2023-06-05 00:00:00","0","700","210"
"27","325","910","0","2023-06-05 00:00:00","0","700","210"
"25","300","714","34","2023-06-15 00:00:00","0","500","180"
"33","386","908.33","0","2023-06-16 00:00:00","0","833.33","75"
"12","157","595","28.33","2023-06-15 00:00:00","0","416.67","150"
"12","158","595","28.33","2023-06-15 00:00:00","0","416.67","150"
"37","417","1170","0","2023-06-05 00:00:00","0","900","270"
"35","400","560","0","2023-05-20 00:00:00","0","500","60"
"3","46","3966.67","0","2023-06-05 00:00:00","0","2916.67","1050"
"40","446","3633.33","0","2023-06-05 00:00:00","0","3333.33","300"
"44","483","1122","0","2023-06-20 00:00:00","0","825","297"
"25","301","714","34","2023-06-20 00:00:00","0","500","180"
"62","657","650","0","2023-06-20 00:00:00","0","500","150"
"34","391","1092","52","2023-06-20 00:00:00","0","800","240"
"34","392","1040","0","2023-06-20 00:00:00","0","800","240"
"32","377","520","0","2023-06-20 00:00:00","0","400","120"
"53","569","1020","0","2023-06-20 00:00:00","0","750","270"
"48","525","650","0","2023-06-20 00:00:00","0","500","150"
"49","534","650","0","2023-06-20 00:00:00","0","500","150"
"58","605","590","0","2023-06-20 00:00:00","0","500","90"
"51","554","983.33","0","2023-06-20 00:00:00","0","833.33","150"
"46","509","460","0","2023-05-15 00:00:00","0","400","60"
"46","510","460","0","2023-05-30 00:00:00","0","400","60"
"63","667","1475","0","2023-06-20 00:00:00","0","1250","225"
"61","633","1133.33","0","2023-06-20 00:00:00","0","833.33","300"
"60","621","590","0","2023-06-20 00:00:00","0","500","90"
"46","511","460","0","2023-06-20 00:00:00","0","400","60"
"59","611","575","0","2023-06-20 00:00:00","0","500","75"
"55","587","1035","0","2023-06-20 00:00:00","0","900","135"
"54","581","908.33","0","2023-06-20 00:00:00","0","833.33","75"
"52","563","983.33","0","2023-06-20 00:00:00","0","833.33","150"
"39","433","865","0","2023-06-20 00:00:00","-0.71000000000004","714.29","150"
"28","336","1020","0","2023-06-20 00:00:00","0","750","270"
"22","266","775","0","2023-06-20 00:00:00","0","625","150"
"18","219","983.33","0","2023-06-20 00:00:00","0","833.33","150"
"8","96","643.5","0","2023-06-05 00:00:00","0","495","148.5"
"8","97","643.5","0","2023-06-20 00:00:00","0","495","148.5"
"2","30","775","0","2023-06-05 00:00:00","0","625","150"
"2","31","775","0","2023-06-20 00:00:00","0","625","150"
"1","10","1300","0","2023-06-05 00:00:00","0","1000","300"
"1","11","1300","0","2023-06-20 00:00:00","0","1000","300"
"50","544","650","0","2023-06-20 00:00:00","0","500","150"
"13","163","813.75","38.75","2023-02-18 00:00:00","0","38.75","0"
"13","166","813.75","38.75","2023-04-15 00:00:00","38.75","586.25","150"
"13","167","813.75","38.75","2023-04-15 00:00:00","77.5","547.5","150"
"3","47","3966.67","0","2023-06-20 00:00:00","0","2916.67","1050"
"3","48","3966.67","0","2023-06-30 00:00:00","0","2916.67","1050"
"40","447","3633.33","0","2023-06-20 00:00:00","0","3333.33","300"
"40","448","3633.33","0","2023-06-30 00:00:00","0","3333.33","300"
"29","348","682.5","32.5","2023-06-22 00:00:00","32.5","467.5","150"
"11","148","566.67","0","2023-06-16 00:00:00","0","416.67","150"
"20","246","650","0","2023-06-19 00:00:00","0","500","150"
"37","418","1170","0","2023-06-20 00:00:00","0","900","270"
"23","282","650","0","2023-06-20 00:00:00","0","500","150"
"14","175","1071","51","2023-06-20 00:00:00","21","729","270"
"7","77","560","0","2023-06-20 00:00:00","0","350","210"
"9","117","831.6","39.6","2023-06-24 00:00:00","0","495","297"
"43","471","28333.3","0","2023-06-20 00:00:00","0","20833.33","7500"
"3","42","4165","198.33","2023-04-15 00:00:00","0","165","0"
"3","43","4165","198.33","2023-04-30 00:00:00","0","198.33","0"
"3","44","4165","198.33","2023-05-08 00:00:00","0","205","0"
"52","564","983.33","0","2023-06-30 00:00:00","0","833.33","150"
"1","12","1300","0","2023-06-30 00:00:00","0","1000","300"
"2","32","775","0","2023-06-30 00:00:00","0","625","150"
"8","98","643.5","0","2023-06-30 00:00:00","0","495","148.5"
"18","220","983.33","0","2023-06-30 00:00:00","0","833.33","150"
"22","267","775","0","2023-06-30 00:00:00","0","625","150"
"28","337","1020","0","2023-06-30 00:00:00","0","750","270"
"39","434","865","0","2023-06-30 00:00:00","-0.71000000000004","714.29","150"
"54","582","908.33","0","2023-06-30 00:00:00","0","833.33","75"
"55","588","1035","0","2023-06-30 00:00:00","0","900","135"
"46","512","460","0","2023-06-30 00:00:00","0","400","60"
"59","612","575","0","2023-06-30 00:00:00","0","500","75"
"60","622","590","0","2023-06-30 00:00:00","0","500","90"
"61","634","1133.33","0","2023-06-30 00:00:00","0","833.33","300"
"63","668","1475","0","2023-06-30 00:00:00","0","1250","225"
"50","545","650","0","2023-06-30 00:00:00","0","500","150"
"47","521","7000","0","2023-06-20 00:00:00","0","6250","750"
"47","522","7000","0","2023-07-05 00:00:00","0","6250","750"
"58","606","590","0","2023-07-05 00:00:00","0","500","90"
"24","294","1300","0","2023-07-05 00:00:00","0","1000","300"
"44","484","1122","0","2023-07-05 00:00:00","0","825","297"
"62","658","650","0","2023-07-05 00:00:00","0","500","150"
"34","393","1040","0","2023-07-05 00:00:00","0","800","240"
"16","230","682.5","32.5","2023-06-20 00:00:00","2.5","497.5","150"
"32","378","520","0","2023-07-05 00:00:00","0","400","120"
"53","570","1020","0","2023-07-05 00:00:00","0","750","270"
"36","404","1071","51","2023-07-05 00:00:00","0","750","270"
"36","405","1071","51","2023-07-05 00:00:00","0","750","270"
"9","118","792","0","2023-07-05 00:00:00","0","495","297"
"48","526","650","0","2023-07-05 00:00:00","0","500","150"
"49","535","650","0","2023-07-05 00:00:00","0","500","150"
"23","283","650","0","2023-07-05 00:00:00","0","500","150"
"20","247","650","0","2023-07-05 00:00:00","0","500","150"
"38","428","1635","0","2023-06-20 00:00:00","0","1500","135"
"7","78","560","0","2023-07-05 00:00:00","0","350","210"
"72","787","775","0","2023-07-15 00:00:00","0","625","150"
"20","248","650","0","2023-07-15 00:00:00","0","500","150"
"31","361","682.5","32.5","2023-07-15 00:00:00","0","500","150"
"31","362","617.5","32.5","2023-07-15 00:00:00","65","435","150"
"37","419","1170","0","2023-07-05 00:00:00","0","900","270"
"11","149","566.67","0","2023-07-05 00:00:00","0","416.67","150"
"43","472","28333.3","0","2023-07-05 00:00:00","0","20833.33","7500"
"45","495","915.75","0","2023-06-20 00:00:00","0","618.75","297"
"10","135","595","28.33","2023-07-05 00:00:00","0","416.67","150"
"10","136","595","28.33","2023-07-05 00:00:00","34","382.67","150"
"45","496","915.75","0","2023-07-05 00:00:00","0","618.75","297"
"25","302","714","34","2023-07-05 00:00:00","0","500","180"
"34","394","1040","0","2023-07-15 00:00:00","0","800","240"
"56","596","2730","130","2023-07-15 00:00:00","0","2000","600"
"27","326","955.5","45.5","2023-07-15 00:00:00","0","700","210"
"29","349","682.5","32.5","2023-07-15 00:00:00","0","500","150"
"29","348","682.5","32.5","2023-06-22 00:00:00","0","32.5","0"
"29","350","650","0","2023-07-15 00:00:00","0","500","150"
"29","341","650","0","2023-07-15 00:00:00","0","500","150"
"48","527","650","0","2023-07-15 00:00:00","0","500","150"
"76","825","1300","0","2023-07-15 00:00:00","0","1000","300"
"56","597","2730","130","2023-07-20 00:00:00","0","2000","600"
"27","327","955.5","45.5","2023-07-20 00:00:00","0","700","210"
"27","328","910","0","2023-07-20 00:00:00","0","700","210"
"37","420","1170","0","2023-07-20 00:00:00","0","900","270"
"44","485","1122","0","2023-07-20 00:00:00","0","825","297"
"64","679","590","0","2023-07-20 00:00:00","0","500","90"
"10","137","595","28.33","2023-07-20 00:00:00","29","387.67","150"
"58","607","590","0","2023-07-20 00:00:00","0","500","90"
"15","188","1000","45.79","2023-07-20 00:00:00","-38.46","618.75","297"
"32","379","520","0","2023-07-20 00:00:00","0","400","120"
"53","571","1020","0","2023-07-20 00:00:00","0","750","270"
"36","406","1071","51","2023-07-20 00:00:00","0","750","270"
"77","835","390","0","2023-07-20 00:00:00","0","300","90"
"9","119","792","0","2023-07-20 00:00:00","0","495","297"
"49","536","650","0","2023-07-20 00:00:00","0","500","150"
"11","150","566.67","0","2023-07-20 00:00:00","0","416.67","150"
"74","803","1590","0","2023-07-20 00:00:00","0","1500","90"
"65","685","2655","0","2023-07-20 00:00:00","0","2250","405"
"67","717","3200","0","2023-07-20 00:00:00","0","2000","1200"
"71","777","650","0","2023-07-20 00:00:00","0","500","150"
"28","338","1020","0","2023-07-20 00:00:00","0","750","270"
"68","737","1170","0","2023-07-20 00:00:00","0","900","270"
"69","747","1170","0","2023-07-20 00:00:00","0","900","270"
"55","589","1035","0","2023-07-20 00:00:00","0","900","135"
"59","613","575","0","2023-07-20 00:00:00","0","500","75"
"75","805","585","0","2023-07-20 00:00:00","0","450","135"
"39","435","864.29","0","2023-07-20 00:00:00","0","714.29","150"
"61","635","1133.33","0","2023-07-20 00:00:00","0","833.33","300"
"63","669","1475","0","2023-07-20 00:00:00","0","1250","225"
"54","577","908.33","0","2023-07-20 00:00:00","0","833.33","75"
"8","99","643.5","0","2023-07-20 00:00:00","0","495","148.5"
"18","221","983.33","0","2023-07-20 00:00:00","0","833.33","150"
"46","513","460","0","2023-07-20 00:00:00","0","400","60"
"66","697","1200","0","2023-07-20 00:00:00","0","750","450"
"60","623","590","0","2023-07-20 00:00:00","0","500","90"
"2","33","775","0","2023-07-20 00:00:00","0","625","150"
"22","268","775","0","2023-07-20 00:00:00","0","625","150"
"1","13","1300","0","2023-07-20 00:00:00","0","1000","300"
"70","757","585","0","2023-07-20 00:00:00","0","450","135"
"50","546","650","0","2023-07-20 00:00:00","0","500","150"
"23","284","650","0","2023-07-15 00:00:00","0","500","150"
"43","473","28333.3","0","2023-07-20 00:00:00","0","20833.33","7500"
"45","497","915.75","0","2023-07-20 00:00:00","0","618.75","297"
"58","608","590","0","2023-08-02 00:00:00","0","500","90"
"48","528","650","0","2023-08-02 00:00:00","0","500","150"
"44","486","1122","0","2023-08-02 00:00:00","0","825","297"
"76","826","1300","0","2023-08-02 00:00:00","0","1000","300"
"64","680","590","0","2023-08-02 00:00:00","0","500","90"
"25","303","714","34","2023-08-02 00:00:00","34","466","180"
"7","79","588","28","2023-07-25 00:00:00","28","322","210"
"72","788","775","0","2023-08-02 00:00:00","0","625","150"
"74","804","1590","0","2023-08-02 00:00:00","0","1500","90"
"39","436","864.29","0","2023-08-02 00:00:00","0","714.29","150"
"61","636","1133.33","0","2023-08-02 00:00:00","0","833.33","300"
"63","670","1475","0","2023-08-02 00:00:00","0","1250","225"
"8","100","643.5","0","2023-08-02 00:00:00","0","495","148.5"
"18","222","983.33","0","2023-08-02 00:00:00","0","833.33","150"
"46","514","460","0","2023-08-02 00:00:00","0","400","60"
"66","698","1200","0","2023-08-02 00:00:00","0","750","450"
"60","624","590","0","2023-08-02 00:00:00","0","500","90"
